"STRATO","M1","S1","N","DOM1","COST","CENS","SOLUZ"
"898",23,504.935616363636,803.083557010778,55,26,1,0,11.6187889523377
"899",24,421.944825,484.651718475522,180,26,1,0,22.9477284371305
"900",25,247.97588,206.535731451619,15,26,1,0,2
"901",26,330.804714285714,72.0048487372918,7,26,1,0,2
"902",27,146.71732,102.392798937711,5,26,1,0,2
"903",28,327.152815217391,232.862962563011,92,26,1,0,5.63541216910158
"904",29,516.457320930233,459.492091632025,43,26,1,0,5.19737360345463
"905",30,452.307766666667,428.021038617134,6,26,1,0,2
"906",31,404.53136,384.243276539361,30,26,1,0,3.03224976744789
"907",32,285.087303174603,280.601509267162,63,26,1,0,4.65016102468812
"908",33,547.255128571427,495.016995329553,7,26,1,0,2
"909",34,292.402003597122,293.151108044976,278,26,1,0,21.4374821459935
"910",35,270.846152542373,208.920928065722,59,26,1,0,3.24243588884744
"911",36,255.970543678161,240.799704987464,87,26,1,0,5.51077453448752
"912",37,283.109507692308,193.180527498477,26,26,1,0,2
"913",38,354.316734653465,292.160625467784,101,26,1,0,7.76212261994721
"914",39,358.222423970588,278.636412484222,68,26,1,0,4.98407102140238
"915",40,294.93982,302.079150220296,100,26,1,0,7.94617619384375
"916",41,420.4373,274.677323257538,49,26,1,0,3.54043256106899
"917",42,217.35325,29.9947880577933,4,26,1,0,2
"918",43,362.415434177215,414.137214422803,79,26,1,0,8.60614757670807
"919",44,262.479284615385,199.568759795454,13,26,1,0,2
"920",45,237.766752777778,224.760575486124,36,26,1,0,2.12843345149976
"921",46,421.688156097561,690.556305433562,41,26,1,0,7.44766942374175
"922",47,218.383652380952,170.590476876388,63,26,1,0,2.82704533138971
"923",48,194.333191304348,138.096659344467,23,26,1,0,2
"924",49,356.494396296296,388.917995599413,27,26,1,0,2.76222621538304
"925",50,221.345336842105,145.650953108423,19,26,1,0,2
"926",51,2190.9342,1179.60482401856,10,26,1,0,3.10294429918195
"927",52,328.543731578947,161.325565171408,19,26,1,0,2
"928",53,152.2505,123.559446626074,6,26,1,0,2
"929",54,150.042326666667,159.986196452057,12,26,1,0,2
"930",55,102.207033333333,61.9425645398129,6,26,1,0,2
"931",56,1427.07286875,1716.48942666007,16,26,1,0,7.22434628628457
"932",57,200.0277375,148.935686266659,8,26,1,0,2
"933",58,226.660854545455,280.208441583951,11,26,1,0,2
"934",59,1167.01064666667,1868.06829517191,15,26,1,0,7.37091577062449
"935",60,621.736,0,1,26,1,0,1
"936",61,318.315875,411.563135711577,4,26,1,0,2
"937",62,239.4601,154.6379,2,26,1,0,2
"938",63,70.3462,0,1,26,1,0,1
"939",64,323.658,28.9425876607466,2,26,1,0,2
"940",65,325.9809,303.4491,2,26,1,0,2
"941",66,14411.8909090909,656.752594969559,11,26,1,0,2
"942",1,106.498575,46.4342319141059,4,27,1,0,2
"943",2,63.8794,0,1,27,1,0,1
"944",3,36.7223,0,1,27,1,0,1
"945",4,84.2430666666667,42.294071035279,6,27,1,0,2
"946",5,31.7406,0,1,27,1,0,1
"947",6,4086.60692857143,655.977876199606,196,27,1,0,11.9265982417385
"948",7,26.7691,0,1,27,1,0,1
"949",8,81.5199,0.989737361626811,2,27,1,0,2
"950",9,40.9921,0,1,27,1,0,1
"951",10,34.1757,0,1,27,1,0,1
"952",11,35.8448,0,1,27,1,0,1
"953",12,120.148,7.07911868337672,3,27,1,0,2
"954",13,187.871868146552,147.470328771406,232,27,1,0,3.17368602502483
"955",14,184.762341010587,172.340756726005,1039,27,1,0,16.6102002866447
"956",15,671.001491218906,631.650203367293,402,27,1,0,23.5545070381697
"957",16,49.71786,47.299859473856,41,27,1,0,2
"958",17,177.457227671053,185.427000400396,760,27,1,0,13.0724771481653
"959",18,440.272317240741,389.326751118233,540,27,1,0,19.5020080602908
"960",19,157.527285187713,170.594282594229,293,27,1,0,4.63664043567754
"961",20,376.358266072013,388.977018992156,611,27,1,0,22.0463389448726
"962",21,327.725191216931,445.314232848178,189,27,1,0,7.80727912145918
"963",22,3406.11461801801,592.712625180502,111,27,1,0,6.10293132581086
"964",1,101.0518,8.57805378393025,2,28,1,0,2
"965",2,251.49175,10.0317122113139,4,28,1,0,2
"966",3,121.5095,8.2628962915554,2,28,1,0,2
"967",4,72.8502,6.51818101965571,2,28,1,0,2
"968",5,11868.2188866667,9811.60020998397,75,28,1,0,15.564112599344
"969",6,127.3475,3.55002959494706,2,28,1,0,2
"970",7,24309.2115512195,18432.3439992378,41,28,1,0,15.9840813251022
"971",8,116.907,2.19273812845948,2,28,1,0,2
"972",9,72.5958,23.3432596038985,4,28,1,0,2
"973",10,136.5605,10.4690694488574,2,28,1,0,2
"974",11,62.9223,0.971847560062791,2,28,1,0,2
"975",12,63.79015,0.288181368672578,2,28,1,0,2
"976",13,150.224,0,1,28,1,0,1
"977",14,210.193666666667,18.9676504294763,3,28,1,0,2
"978",15,432.266303030302,495.708513127878,66,28,1,0,2
"979",16,858.183443478262,803.787710954393,69,28,1,0,2
"980",17,586.240933333333,284.910128108908,15,28,1,0,2
"981",18,1028.259484375,862.227322004933,32,28,1,0,2
"982",19,1365.06523717277,1032.47699790349,191,28,1,0,4.17096945163374
"983",20,958.681789795918,1118.01878826597,147,28,1,0,3.47607944426115
"984",21,5095.59773133333,8896.49864296526,150,28,1,0,28.224979341919
"985",22,887.183391111111,749.282443190472,270,28,1,0,4.27890434117483
"986",23,1179.00493442623,661.338964445806,61,28,1,0,2
"987",24,17874.2614072917,8443.01559937654,96,28,1,0,17.1432074888485
"988",25,817.298246280991,700.106197396849,121,28,1,0,2
"989",26,913.224371084337,1038.02842364313,83,28,1,0,2
"990",27,3545.68814352941,2986.26836578741,85,28,1,0,5.36872323738799
"991",28,1071.74115108359,1351.59689292886,323,28,1,0,9.23364054388071
"992",29,1406.4845,1430.67575745125,139,28,1,0,4.20609691478049
"993",30,2697.3075609756,4625.19209242146,41,28,1,0,4.01085431959599
"994",31,1599.40092978723,2997.23543519804,47,28,1,0,2.97949028183018
"995",32,2472.27047346939,2391.41306127398,294,28,1,0,14.8704867436203
"996",33,464.32272,540.076571488863,85,28,1,0,2
"997",34,2629.28702488688,2414.21515175948,221,28,1,0,11.2847385545924
"998",35,597.177826609442,680.282091864329,233,28,1,0,3.35249559863948
"999",36,288.3447,112.070841743689,9,28,1,0,2
"1000",37,1142.16235105263,1258.04647538267,133,28,1,0,3.5389268281277
"1001",38,11618.8142847826,12304.1525186658,46,28,1,0,11.9710651507911
"1002",39,902.825723863636,950.489995855945,88,28,1,0,2
"1003",40,5290.56648944444,6495.56191305697,180,28,1,0,24.7293378891483
"1004",41,1444.52617535211,3392.95420916332,142,28,1,0,10.1903617106898
"1005",42,319.991586956522,273.806975815732,46,28,1,0,2
"1006",43,1519.86688731118,2570.05596934911,331,28,1,0,17.9925961379148
"1007",44,1108.68688769231,1257.10388966798,65,28,1,0,2
"1008",45,1336.67886936416,2127.79829120848,173,28,1,0,7.78573854999815
"1009",46,563.2237,549.794904373446,86,28,1,0,2
"1010",47,799.688841666667,580.182435391654,48,28,1,0,2
"1011",48,993.429847368422,1010.86915395544,114,28,1,0,2.43737893086027
"1012",49,1940.6817888535,2160.49317924285,157,28,1,0,7.17423847633259
"1013",50,797.936742105263,1506.12387814599,133,28,1,0,4.23677686250088
"1014",51,4601.32784580153,4227.72764959386,131,28,1,0,11.7139011480189
"1015",52,1341.31789723502,1948.91755610986,217,28,1,0,8.94491995337502
"1016",53,710.825382474227,924.54393952082,97,28,1,0,2
"1017",54,598.1595,491.6205,2,28,1,0,2
"1018",55,313.72836875,332.238550964603,16,28,1,0,2
"1019",56,1080.69392771084,653.485319884423,83,28,1,0,2
"1020",57,5056.74088070174,5912.28796810643,57,28,1,0,7.12777023129823
"1021",58,1067.03927,829.738043131382,10,28,1,0,2
"1022",59,666.056983692308,842.521958139787,325,28,1,0,5.7914571345021
"1023",60,1351.87933428571,1462.25707108119,70,28,1,0,2.16493582447419
"1024",61,1777.54958592233,1850.28481750211,206,28,1,0,8.0617451024983
"1025",62,4289.30004239131,6406.5122289348,92,28,1,0,12.4661613492794
"1026",63,1144.03906417911,1764.98202345487,201,28,1,0,7.50342594555653
"1027",64,885.900434285716,602.277234612393,35,28,1,0,2
"1028",65,722.158594674556,894.581629323934,169,28,1,0,3.19764271653433
"1029",66,1099.20099927536,900.688702436145,138,28,1,0,2.62891811226809
"1030",67,872.015010071428,951.33320454024,280,28,1,0,5.63396238936919
"1031",68,859.876901932367,1132.88361943366,207,28,1,0,4.95996828564664
"1032",69,466.27889329609,517.335780246287,179,28,1,0,2
"1033",70,6358.40865084746,9563.448150349,59,28,1,0,11.9341028431722
"1034",71,2006.72459344262,7992.77795479242,122,28,1,0,20.6243768542292
"1035",72,1900.28576804124,3938.79291299324,97,28,1,0,8.08087034919492
"1036",73,326.993772916667,198.026382576625,48,28,1,0,2
"1037",74,1122.60715327511,756.842678501319,229,28,1,0,3.66576274517011
"1038",75,362.669924390244,256.241481156228,41,28,1,0,2
"1039",76,984.065107750001,817.498390385985,120,28,1,0,2.07487247347986
"1040",77,505.880666666667,465.502696480435,3,28,1,0,2
"1041",78,457.960666666667,424.185893367388,3,28,1,0,2
"1042",79,520.695684210526,636.941274290151,57,28,1,0,2
"1043",80,436.396053763441,449.575722006323,93,28,1,0,2
"1044",81,478.983527777778,529.971500456306,18,28,1,0,2
"1045",82,882.927076923077,337.674168400122,13,28,1,0,2
"1046",83,1037.53096933333,1314.14301951098,75,28,1,0,2.08462121261148
"1047",84,962.669147826087,2191.82432433454,23,28,1,0,2
"1048",85,180.425,101.888727909421,3,28,1,0,2
"1049",86,6524.29264666665,9226.88447410836,48,28,1,0,9.36741103658694
"1050",87,131.336233333333,40.2178410348118,3,28,1,0,2
"1051",88,9642.01458454545,9523.09485888077,22,28,1,0,4.43122750639591
"1052",89,405.37909375,333.685760182793,16,28,1,0,2
"1053",90,1159.8775122807,1274.87300578184,57,28,1,0,2
"1054",91,324.490384615385,56.8361853370158,13,28,1,0,2
"1055",92,1095.41983478261,1499.67862499784,69,28,1,0,2.18862093483439
"1056",93,697.1573125,256.366905679535,16,28,1,0,2
"1057",94,490.968266666666,482.710820720352,12,28,1,0,2
"1058",95,1820.11590243902,3702.76792131542,41,28,1,0,3.21095046755203
"1059",96,971.10755,830.10853333121,28,28,1,0,2
"1060",97,607.756789655172,575.96725492358,29,28,1,0,2
"1061",98,475.7593,379.43990160245,17,28,1,0,2
"1062",99,1043.82843888889,761.653783327264,36,28,1,0,2
"1063",100,173.2163,58.0537565827139,6,28,1,0,2
"1064",101,100.994044117647,51.584980314034,17,28,1,0,2
"1065",102,244.450461538462,100.453965010858,13,28,1,0,2
"1066",103,269.954333333333,28.3342467094609,3,28,1,0,2
"1067",104,188.72175,121.184725781198,6,28,1,0,2
"1068",105,51.6149,0.747341157036062,2,28,1,0,2
"1069",106,605.038565909091,382.60848942349,44,28,1,0,2
"1070",107,8168.28578260869,3487.85480200692,46,28,1,0,3.39343461551465
"1071",108,109.261775,30.5328149455938,4,28,1,0,2
"1072",109,769.684,0,1,28,1,0,1
"1073",110,70.1168111111111,7.90125586035248,9,28,1,0,2
"1074",111,2366.93191229167,2534.44854326214,48,28,1,0,2.57304850001134
"1075",112,314.517,0,1,28,1,0,1
"1076",113,342.421428571429,28.6269830497999,14,28,1,0,2
"1077",114,966.146051851856,196.415479185998,27,28,1,0,2
"1078",115,813.921908333333,533.666093940159,12,28,1,0,2
"1079",116,476.6245,39.4954776005482,14,28,1,0,2
"1080",117,1580.65333333333,115.163751305759,3,28,1,0,2
"1081",118,225.73505,125.255872821693,6,28,1,0,2
"1082",119,97.9921,27.3585977602106,2,28,1,0,2
"1083",120,979.1385,90.8218556357719,2,28,1,0,2
"1084",121,81.99445,24.3114271527043,2,28,1,0,2
"1085",122,414.774291666667,94.4301535435786,24,28,1,0,2
"1086",123,2648.06,286.725568350085,9,28,1,0,2
"1087",124,147.091,0,1,28,1,0,1
"1088",125,406.89,10.6764683507443,3,28,1,0,2
"1089",126,52.3728,0,1,28,1,0,1
"1090",127,25858.9272727273,1107.86488326838,22,28,1,0,2
"1091",128,317.527833333333,19.9233128061399,6,28,1,0,2
"1092",1,407.069135789474,273.29393543181,19,29,1,0,2
"1093",2,255.139191666666,110.797480162451,12,29,1,0,2
"1094",3,57.4723,0,1,29,1,0,1
"1095",4,55.487,0,1,29,1,0,1
"1096",5,321.796888888889,202.794719825334,36,29,1,0,2
"1097",6,38.7018,0,1,29,1,0,1
"1098",7,54.4129,0,1,29,1,0,1
"1099",8,70.1716,0,1,29,1,0,1
"1100",9,56.2065,0,1,29,1,0,1
"1101",10,233.0283,178.807210839021,29,29,1,0,2
"1102",11,143.482,11.1623876478108,2,29,1,0,2
"1103",12,209.175521633987,230.610096238366,153,29,1,0,5.3294162449554
"1104",13,276.310479487179,269.455968009394,117,29,1,0,4.76193608790772
"1105",14,453.057028186275,408.148698084175,204,29,1,0,12.5764618138632
"1106",15,175.981740826446,194.891482568399,242,29,1,0,7.12390499251049
"1107",16,932.022802564103,543.927206422808,78,29,1,0,6.40833605726114
"1108",17,1705.08158352941,1148.50764298472,85,29,1,0,14.7456088335837
"1109",18,280.4778501227,230.340801057005,163,29,1,0,5.67111391247927
"1110",19,332.304398461538,222.45411642893,65,29,1,0,2.18405563368386
"1111",20,280.272894625551,279.265156686964,227,29,1,0,9.57530251937105
"1112",21,235.029909176471,268.802400566298,255,29,1,0,10.3534053338453
"1113",22,295.705937391304,215.409313600172,46,29,1,0,2
"1114",23,305.91011,200.982519034978,50,29,1,0,2
"1115",24,3702.30154837209,1437.74853379621,86,29,1,0,18.676318780773
"1116",25,325.449674782609,312.728734383986,46,29,1,0,2.17287884905069
"1117",26,319.056346537736,246.910068474359,106,29,1,0,3.95325254071523
"1118",27,286.781090169492,272.145411721113,59,29,1,0,2.42528578804558
"1119",28,425.736040416667,362.163243161633,72,29,1,0,3.93864429317466
"1120",29,865.360590624999,840.481962021502,32,29,1,0,4.06245224830784
"1121",30,2509.7376744186,217.537165988229,86,29,1,0,2.82580253999422
"1122",31,516.768134482759,233.124552851416,29,29,1,0,2
"1123",32,826.053611538461,280.105991782372,52,29,1,0,2.20006562863968
"1124",33,153.807,0,1,29,1,0,1
"1125",34,3663.574,93.3484706120031,10,29,1,0,2
"1126",35,48.5923,11.0265,2,29,1,0,2
